text,label,origin
"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ",0,real
Job offer: Earn Rs.4999/day from home. Register by paying a refundable Rs.499 deposit.,1,synthetic
make that 3! 4 fucks sake?! x,0,real
Download TeamViewer QuickSupport so our engineer can fix your account issue immediately.,1,synthetic
Rs.199 withdrawn from ATM **1387 on 15-08-26. Avl bal Rs.56857. Not you? Call 1800238410.,0,synthetic
Shb b ok lor... Thanx...,0,real
You were supposed to wake ME up &gt;:(,0,real
So now my dad is gonna call after he gets out of work and ask all these crazy questions.,0,real
"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",0,real
I'm on the bus. Love you,0,real
And do you have any one that can teach me how to ship cars.,0,real
Please attend the phone:),0,real
This pay is  &lt;DECIMAL&gt;  lakhs:),0,real
So that takes away some money worries,0,real
IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,0,real
I have sent Rs.50000 to your account by mistake. Please accept the collect request to return it.,1,synthetic
Job offer: Earn Rs.199/day from home. Register by paying a refundable Rs.499 deposit.,1,synthetic
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,1,real
Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,0,real
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,1,real
NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,0,real
My sister going to earn more than me da.,0,real
Yeah imma come over cause jay wants to do some drugs,0,real
Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),1,real
Great. Never been better. Each day gives even more reasons to thank God,0,real
"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",0,real
I have sent Rs.4999 to your account by mistake. Please accept the collect request to return it.,1,synthetic
"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",0,real
You've received a cashback of Rs.499. Pay Rs.99 activation fee to unlock it.,1,synthetic
"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",0,real
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,1,real
Only once then after ill obey all yours.,0,real
I'm done. C ü there.,0,real
Yeah do! Don‘t stand to close tho- you‘ll catch something!,0,real
U guys never invite me anywhere :(,0,real
Just sent it. So what type of food do you like?,0,real
Eatin my lunch...,0,real
They will pick up and drop in car.so no problem..,0,real
If you're thinking of lifting me one then no.,0,real
I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,0,real
"And very importantly, all we discuss is between u and i only.",0,real
I come n pick ü up... Come out immediately aft ur lesson...,0,real
Yes :)it completely in out of form:)clark also utter waste.,0,real
Did u download the fring app?,0,real
Ard 515 like dat. Y?,0,real
Job offer: Earn Rs.49/day from home. Register by paying a refundable Rs.499 deposit.,1,synthetic
"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",0,real
Think + da. You wil do.,0,real
"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",0,real
Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,0,real
It certainly puts things into perspective when something like this happens,0,real
Y so late but i need to go n get da laptop...,0,real
Sorry completely forgot * will pop em round this week if your still here?,0,real
"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",0,real
"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G.",1,real
FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,1,real
Congratulations! You won Rs.4999 lottery. Send Rs.499 processing fee via UPI to claim.,1,synthetic
WHITE FUDGE OREOS ARE IN STORES,0,real
"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",0,real
Rs.49.00 debited from a/c **8817 on 15-12-26 to VPA vendor989@oksbi. Avl bal Rs.79390.00. Not you? Call 1800280077.,0,synthetic
I have sent Rs.2499 to your account by mistake. Please accept the collect request to return it.,1,synthetic
Yar else i'll thk of all sorts of funny things.,0,real
Aight well keep me informed,0,real
Ok lar... Joking wif u oni...,0,real
So u wan 2 come for our dinner tonight a not?,0,real
"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",0,real
I notice you like looking in the shit mirror youre turning into a right freak,0,real
Not tonight mate. Catching up on some sleep. This is my new number by the way. ,0,real
Ü v ma fan...,0,real
I have sent Rs.999 to your account by mistake. Please accept the collect request to return it.,1,synthetic
Just finished. Missing you plenty,0,real
"I can't, I don't have her number!",0,real
Just haven't decided where yet eh ?,0,real
Dunno lei he neva say...,0,real
"When you just put in the + sign, choose my number and the pin will show. Right?",0,real
Just normal only here :),0,real
Fine i miss you very much.,0,real
We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,1,real
What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,0,real
FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,1,real
Your UPI PIN needs verification. Enter your PIN here: bit.ly/3xK9z,1,synthetic
We noticed suspicious activity on your UPI account. Share the OTP sent to you to secure it.,1,synthetic
"Haha good to hear, I'm officially paid and on the market for an 8th",0,real
"Fair enough, anything going on?",0,real
Well i will watch shrek in 3D!!B),0,real
Hi:)did you asked to waheeda fathima about leave?,0,real
Dear we got  &lt;#&gt;  dollars hi hi,0,real
How are you. Just checking up on you,0,real
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,1,real
They did't play one day last year know even though they have very good team.. Like india.,0,real
You can never do NOTHING,0,real
"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",0,real
This is Enforcement Directorate. A case has been registered against your Aadhaar. Call 1800990136 immediately.,1,synthetic
"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",0,real
Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?,0,real
Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,1,real
at bruce b downs &amp; fletcher now,0,real
I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,0,real
Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,0,real
No:-)i got rumour that you going to buy apartment in chennai:-),0,real
K come to nordstrom when you're done,0,real
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",1,real
Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,1,real
Your electricity connection will be disconnected tonight. Pay Rs.2499 now to avoid disconnection: bit.ly/3xK9z,1,synthetic
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,1,real
Crucify is c not s. You should have told me earlier.,0,real
i felt so...not any conveying reason.. Ese he... What about me?,0,real
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",1,real
i dnt wnt to tlk wid u,0,real
"Damn, poor zac doesn't stand a chance",0,real
Going on nothing great.bye,0,real
How come?,0,real
"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",0,real
Ok. There may be a free gym about.,0,real
Sounds like you have many talents! would you like to go on a dinner date next week?,0,real
"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.",1,real
Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,1,real
Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,0,real
Congratulations! You won Rs.199 lottery. Send Rs.499 processing fee via UPI to claim.,1,synthetic
Recharge successful! Rs.50000 plan activated. Enjoy uninterrupted service.,0,synthetic
Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,0,real
I'm already back home so no probably not,0,real
I love your ass! Do you enjoy doggy style? :),0,real
Yep then is fine 7.30 or 8.30 for ice age.,0,real
X2  &lt;#&gt; . Are you going to get that,0,real
"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",0,real
Rs.199 credited to your a/c **7283 on 25-05-26 via UPI. Avl bal Rs.87785.,0,synthetic
After completed degree. There is no use in joining finance.,0,real
Rs.499 credited to your a/c **2329 on 06-02-26 via UPI. Avl bal Rs.57250.,0,synthetic
Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,0,real
"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",0,real
"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",0,real
You've received a cashback of Rs.4999. Pay Rs.99 activation fee to unlock it.,1,synthetic
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,1,real
"Ok., is any problem to u frm him? Wats matter?",0,real
"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",0,real
What type of stuff do you sing?,0,real
Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,1,real
Shall i come to get pickle,0,real
"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",0,real
Thank you. do you generally date the brothas?,0,real
"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",0,real
Ill call you evening ill some ideas.,0,real
if you text on your way to cup stop that should work. And that should be BUS,0,real
Job offer: Earn Rs.50000/day from home. Register by paying a refundable Rs.499 deposit.,1,synthetic
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,0,real
Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),0,real
dont make ne plans for nxt wknd coz she wants us to come down then ok,0,real
Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,0,real
Congratulations! You won Rs.4999 lottery. Send Rs.499 processing fee via UPI to claim.,1,synthetic
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",0,real
"Yes, princess. Toledo.",0,real
Oh ok no prob..,0,real
"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",0,real
Recharge successful! Rs.50000 plan activated. Enjoy uninterrupted service.,0,synthetic
Tell me they're female :V how're you throwing in? We're deciding what all to get now,0,real
"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",0,real
"Yo, any way we could pick something up tonight?",0,real
"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",1,real
Rs.4999 withdrawn from ATM **6185 on 09-09-26. Avl bal Rs.17501. Not you? Call 1800738419.,0,synthetic
I cant pick the phone right now. Pls send a message,0,real
Let me know when you've got the money so carlos can make the call,0,real
"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",0,real
Er mw im filled tuth is aight,0,real
Okie,0,real
Your Kotak Bank Credit Card statement of Rs.99 is generated. Due date 18-01-26.,0,synthetic
Rs.4999.00 debited from a/c **7493 on 26-08-26 to VPA merchant951@oksbi. Avl bal Rs.8401.00. Not you? Call 1800548088.,0,synthetic
"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there.",0,real
At the funeral home with Audrey and dad,0,real
Payment of Rs.4999 to Zomato was successful. Txn ID T3001472250.,0,synthetic
Lol yes. But it will add some spice to your day.,0,real
If you r @ home then come down within 5 min,0,real
Your UPI PIN needs verification. Enter your PIN here: tinyurl.com/upi-verify,1,synthetic
Your UPI Autopay mandate for Rs.2499 to BigBasket is due on 15-08-26.,0,synthetic
Happy New Year Princess!,0,real
"St andre, virgil's cream",0,real
Happy valentines day I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...,0,real
Then. You are eldest know.,0,real
U still havent got urself a jacket ah?,0,real
"Nope, I'm still in the market",0,real
Job offer: Earn Rs.99/day from home. Register by paying a refundable Rs.499 deposit.,1,synthetic
R ü going 4 today's meeting?,0,real
Onum ela pa. Normal than.,0,real
"Y cant u try new invention to fly..i'm not joking.,",0,real
"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....",0,real
Your Kotak Bank Credit Card statement of Rs.49 is generated. Due date 13-12-26.,0,synthetic
Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,0,real
I've reached home finally...,0,real
I am not sure about night menu. . . I know only about noon menu,0,real
Okay... I booked all already... Including the one at bugis.,0,real
As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0,real
Then get some cash together and I'll text jason,0,real
I'm at home. Please call,0,real
"Dear customer, your Kotak Bank KYC will be blocked in 24 hours. Update now: tinyurl.com/upi-verify",1,synthetic
Am not interested to do like that.,0,real
This is HDFC Bank support. Please install AnyDesk and share your screen so we can process your refund.,1,synthetic
Your UPI Autopay mandate for Rs.49 to Netflix is due on 22-02-26.,0,synthetic
"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",0,real
I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,0,real
Well thats nice. Too bad i cant eat it,0,real
Okay. I've seen it. So i should pick it on friday?,0,real
"Aight, you close by or still down around alex's place?",0,real
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,0,real
Shant disturb u anymore... Jia you...,0,real
"Just sent you an email – to an address with incomm in it, is that right?",0,real
"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",0,real
did u get that message,0,real
Your OTP for SBI NetBanking login is 447195. Valid for 10 mins. Do not share this with anyone.,0,synthetic
A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,1,real
I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,0,real
Hey leave it. not a big deal:-) take care.,0,real
"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her",0,real
Payment of Rs.499 to Zomato was successful. Txn ID T8166293834.,0,synthetic
+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,1,real
Payment of Rs.199 to Swiggy was successful. Txn ID T2990397616.,0,synthetic
Payment of Rs.50000 to Netflix was successful. Txn ID T3192202822.,0,synthetic
"2 celebrate my bday, y else?",0,real
What u talking bout early morning? It's almost noon where your at!,0,real
"That means you got an A in epi, she.s fine. She.s here now.",0,real
Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,0,real
Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,0,real
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,1,real
"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",1,real
"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",0,real
Please CALL 08712402578 immediately as there is an urgent message waiting for you,1,real
Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,0,real
Mine here like all fr china then so noisy.,0,real
Ok then i come n pick u at engin?,0,real
Ü wait 4 me in sch i finish ard 5..,0,real
"Oh yes, why is it like torture watching england?",0,real
Job offer: Earn Rs.2499/day from home. Register by paying a refundable Rs.499 deposit.,1,synthetic
"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",0,real
Ü only send me the contents page...,0,real
Wat's da model num of ur phone?,0,real
Your UPI Autopay mandate for Rs.4999 to Netflix is due on 24-05-26.,0,synthetic
I have sent Rs.50000 to your account by mistake. Please accept the collect request to return it.,1,synthetic
I think i am disturbing her da,0,real
Moji just informed me that you saved our lives. Thanks.,0,real
1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,0,real
I love ya too but try and budget your money better babe. Gary would freak on me if he knew,0,real
Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,0,real
Payment of Rs.199 to Swiggy was successful. Txn ID T4660390742.,0,synthetic
Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx,0,real
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",0,real
U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,0,real
Did you see that film:),0,real
"Dear customer, your SBI KYC will be blocked in 24 hours. Update now: bit.ly/3xK9z",1,synthetic
Your UPI Autopay mandate for Rs.4999 to Zomato is due on 26-06-26.,0,synthetic
Exactly. Anyways how far. Is jide her to study or just visiting,0,real
Dude ive been seeing a lotta corvettes lately,0,real
"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",0,real
I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,0,real
Alright i have a new goal now,0,real
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,1,real
Dai i downloaded but there is only exe file which i can only run that exe after installing.,0,real
Payment of Rs.999 to Airtel was successful. Txn ID T4731897202.,0,synthetic
He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,0,real
Your parcel is held at customs. Pay Rs.199 customs duty via UPI to release it: kyc-update.in/verify,1,synthetic
Hope you are having a great day.,0,real
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",0,real
Rs.49.00 debited from a/c **7388 on 01-01-26 to VPA merchant430@ybl. Avl bal Rs.20225.00. Not you? Call 1800753986.,0,synthetic
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,1,real
It has issues right now. Ill fix for her by tomorrow.,0,real
So do you have samus shoulders yet,0,real
Your UPI Autopay mandate for Rs.999 to Amazon is due on 23-09-26.,0,synthetic
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,1,real
"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",0,real
They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..  ,0,real
Why she wants to talk to me,0,real
Ok i vl..do u know i got adsense approved..,0,real
Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,0,real
Recharge successful! Rs.4999 plan activated. Enjoy uninterrupted service.,0,synthetic
Rs.49.00 debited from a/c **8907 on 17-03-26 to VPA merchant448@ybl. Avl bal Rs.69132.00. Not you? Call 1800937838.,0,synthetic
Rs.50000.00 debited from a/c **3418 on 15-11-26 to VPA vendor668@okaxis. Avl bal Rs.78336.00. Not you? Call 1800913482.,0,synthetic
WOT U UP 2 J?,0,real
Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,0,real
URGENT: Your SBI account KYC has expired. Click bit.ly/3xK9z to avoid suspension.,1,synthetic
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,1,real
Dont show yourself. How far. Put new pictures up on facebook.,0,real
"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?",0,real
"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",1,real
would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,0,real
"Yo my trip got postponed, you still stocked up?",0,real
Good Morning my Dear........... Have a great &amp; successful day.,0,real
MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,0,real
Ok. But i finish at 6.,0,real
Then i buy.,0,real
Your UPI PIN needs verification. Enter your PIN here: kyc-update.in/verify,1,synthetic
This is Enforcement Directorate. A case has been registered against your Aadhaar. Call 1800495521 immediately.,1,synthetic
"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",0,real
Job offer: Earn Rs.99/day from home. Register by paying a refundable Rs.499 deposit.,1,synthetic
Gudnite....tc...practice going on,0,real
"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",0,real
I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,0,real
Yup ü not comin :-(,0,real
Hope youre not having too much fun without me!! see u tomorrow love jess x,0,real
"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",1,real
Where are the garage keys? They aren't on the bookshelf,0,real
"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",0,real
"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",0,real
URGENT: Your SBI account KYC has expired. Click tinyurl.com/upi-verify to avoid suspension.,1,synthetic
Download TeamViewer QuickSupport so our engineer can fix your account issue immediately.,1,synthetic
Tmr timin still da same wat cos i got lesson until 6...,0,real
Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,0,real
Ü dun wan to watch infernal affair?,0,real
I dunno until when... Lets go learn pilates...,0,real
Ffffffffff. Alright no way I can meet up with you sooner?,0,real
URGENT: Your SBI account KYC has expired. Click kyc-update.in/verify to avoid suspension.,1,synthetic
O. Well uv causes mutations. Sunscreen is like essential thesedays,0,real
Ok i also wan 2 watch e 9 pm show...,0,real
"The table's occupied, I'm waiting by the tree",0,real
"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ",0,real
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",1,real
Cos daddy arranging time c wat time fetch ü mah...,0,real
Shall i send that exe to your mail id.,0,real
We noticed suspicious activity on your UPI account. Share the OTP sent to you to secure it.,1,synthetic
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,1,real
I will reach ur home in  &lt;#&gt;  minutes,0,real
Bring home some Wendy =D,0,real
Congratulations! You won Rs.50000 lottery. Send Rs.499 processing fee via UPI to claim.,1,synthetic
I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book,0,real
Goodmorning sleeping ga.,0,real
Nt joking seriously i told,0,real
Package all your programs well,0,real
Your UPI Autopay mandate for Rs.499 to BigBasket is due on 16-05-26.,0,synthetic
Congratulations! You won Rs.4999 lottery. Send Rs.499 processing fee via UPI to claim.,1,synthetic
Heehee that was so funny tho,0,real
Just do what ever is easier for you,0,real
"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",0,real
We noticed suspicious activity on your UPI account. Share the OTP sent to you to secure it.,1,synthetic
Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,0,real
"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",0,real
"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8",1,real
Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,0,real
Job offer: Earn Rs.499/day from home. Register by paying a refundable Rs.499 deposit.,1,synthetic
"That's very rude, you on campus?",0,real
Your UPI Autopay mandate for Rs.49 to Netflix is due on 23-09-26.,0,synthetic
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",0,real
K..k..i'm also fine:)when will you complete the course?,0,real
Yeah confirmed for you staying at  that weekend,0,real
Well that must be a pain to catch,0,real
Your SBI Credit Card statement of Rs.199 is generated. Due date 11-07-26.,0,synthetic
I'm aight. Wat's happening on your side.,0,real
THIS IS A LONG FUCKIN SHOWR,0,real
Am I the only one who doesn't stalk profiles?,0,real
Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,0,real
"Alright, we're all set here, text the man",0,real
Yes princess! I want to make you happy...,0,real
Your parcel is held at customs. Pay Rs.499 customs duty via UPI to release it: bit.ly/3xK9z,1,synthetic
Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,0,real
I'm in office now . I will call you  &lt;#&gt;  min:),0,real
Nah dub but je still buff,0,real
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",0,real
How are you. Its been ages. How's abj,0,real
Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,0,real
Congratulations! You won Rs.99 lottery. Send Rs.499 processing fee via UPI to claim.,1,synthetic
No no. I will check all rooms befor activities,0,real
Tell me again what your address is,0,real
